,Наименование,id,Скидка,Цена,Цена со скидкой,Бренд,id бренда,feedbacks,rating,Ссылка
222,Шлепанцы,140837067,0,5107,5107,Tommy Hilfiger,1876,0,0,https://www.wildberries.ru/catalog/140837067/detail.aspx?targetUrl=BP
223,Сандалии,27152692,58,13290,5581,UNISA,18824,8,4,https://www.wildberries.ru/catalog/27152692/detail.aspx?targetUrl=BP
224,Кеды,18919575,69,14990,4646,Strellson,4289,4,4,https://www.wildberries.ru/catalog/18919575/detail.aspx?targetUrl=BP
225,Ботинки,49630787,58,14990,6295,GUESS,398,6,4,https://www.wildberries.ru/catalog/49630787/detail.aspx?targetUrl=BP
226,Шлепанцы женские,143096503,0,1600,1600,GIVENCHY,6231,3,3,https://www.wildberries.ru/catalog/143096503/detail.aspx?targetUrl=BP
227,Кроссовки,18800593,68,10490,3356,bugatti,149,9,3,https://www.wildberries.ru/catalog/18800593/detail.aspx?targetUrl=BP
228,Сандалии,27152742,58,7990,3355,UNISA,18824,4,5,https://www.wildberries.ru/catalog/27152742/detail.aspx?targetUrl=BP
229,Босоножки,31081109,62,13390,5088,GUESS,398,7,5,https://www.wildberries.ru/catalog/31081109/detail.aspx?targetUrl=BP
230,Кроссовки CARNABY EVO 220 1 SUC,12180033,61,6480,2527,Lacoste,524,10,5,https://www.wildberries.ru/catalog/12180033/detail.aspx?targetUrl=BP
231,Кроссовки,29022163,54,13490,6205,Braccialini,7740,8,5,https://www.wildberries.ru/catalog/29022163/detail.aspx?targetUrl=BP
232,Кеды,27577465,63,11890,4399,Colmar,4407,4,3,https://www.wildberries.ru/catalog/27577465/detail.aspx?targetUrl=BP
233,Кроссовки,16817611,67,14490,4781,Braccialini,7740,12,4,https://www.wildberries.ru/catalog/16817611/detail.aspx?targetUrl=BP
234,Кеды,25750213,56,13990,6155,Calvin Klein,154,58,3,https://www.wildberries.ru/catalog/25750213/detail.aspx?targetUrl=BP
235,Туфли,27387292,65,16390,5736,GUESS,398,3,4,https://www.wildberries.ru/catalog/27387292/detail.aspx?targetUrl=BP
236,Слипоны GRIPSHOT PLIMSOL 01201CFA,14279562,66,10580,3597,Lacoste,524,16,4,https://www.wildberries.ru/catalog/14279562/detail.aspx?targetUrl=BP
237,Кеды,39640610,58,14480,6081,Lacoste,524,4,3,https://www.wildberries.ru/catalog/39640610/detail.aspx?targetUrl=BP
238,Кроссовки,12163353,81,16890,3209,L4K3,61941,4,4,https://www.wildberries.ru/catalog/12163353/detail.aspx?targetUrl=BP
239,Ботинки зимние из натурального нубука кожи угги,138723904,67,17600,5808,UGG Australia,3287,7,3,https://www.wildberries.ru/catalog/138723904/detail.aspx?targetUrl=BP
240,Кроссовки ORENO 120 1 CFA,11425391,61,13480,5257,Lacoste,524,37,4,https://www.wildberries.ru/catalog/11425391/detail.aspx?targetUrl=BP
241,Кроссовки,30301804,63,12990,4806,TWINSET MILANO,65139,54,4,https://www.wildberries.ru/catalog/30301804/detail.aspx?targetUrl=BP
242,Ботинки с натуральным мехом,102342195,62,14190,5392,JUST COUTURE,2301,4,3,https://www.wildberries.ru/catalog/102342195/detail.aspx?targetUrl=BP
243,Кроссовки CHAYMON 120 6 US CMA,11425396,61,15480,6037,Lacoste,524,62,4,https://www.wildberries.ru/catalog/11425396/detail.aspx?targetUrl=BP
244,Туфли,58102917,50,13000,6500,Jonak,42968,4,4,https://www.wildberries.ru/catalog/58102917/detail.aspx?targetUrl=BP
245,Кеды GRIPSHOT 120 5 CMA,12076325,61,10480,4087,Lacoste,524,39,4,https://www.wildberries.ru/catalog/12076325/detail.aspx?targetUrl=BP
246,Эспадрильи GRIPSHOT SLIP1201G CFA,12298131,61,9980,3892,Lacoste,524,31,3,https://www.wildberries.ru/catalog/12298131/detail.aspx?targetUrl=BP
247,Кроссовки LT DASH 120 1 SUC,12637856,61,6980,2722,Lacoste,524,18,5,https://www.wildberries.ru/catalog/12637856/detail.aspx?targetUrl=BP
248,Кеды CARNABY EVO EASY 1201 SUC,12180096,61,6480,2527,Lacoste,524,16,4,https://www.wildberries.ru/catalog/12180096/detail.aspx?targetUrl=BP
249,Шлепанцы L.30 NEO SLIDE 120 1 CFA,11425268,61,5480,2137,Lacoste,524,29,3,https://www.wildberries.ru/catalog/11425268/detail.aspx?targetUrl=BP
250,Шлепанцы CROCO CROSS STRAP 1201CFA,11425263,61,5480,2137,Lacoste,524,73,4,https://www.wildberries.ru/catalog/11425263/detail.aspx?targetUrl=BP
251,Кроссовки,29001447,62,16990,6456,DKNY,1511,8,4,https://www.wildberries.ru/catalog/29001447/detail.aspx?targetUrl=BP
252,Ботинки,29900019,62,9390,3568,GUESS,398,16,3,https://www.wildberries.ru/catalog/29900019/detail.aspx?targetUrl=BP
253,Туфли,69077285,59,12200,5002,Jonak,42968,7,4,https://www.wildberries.ru/catalog/69077285/detail.aspx?targetUrl=BP
254,Ботинки,45732586,71,19988,5796,JUST COUTURE,2301,1,1,https://www.wildberries.ru/catalog/45732586/detail.aspx?targetUrl=BP
255,Кроссовки,27577463,63,14590,5398,Colmar,4407,5,3,https://www.wildberries.ru/catalog/27577463/detail.aspx?targetUrl=BP
256,Кеды,23150756,50,7480,3740,Lacoste,524,12,4,https://www.wildberries.ru/catalog/23150756/detail.aspx?targetUrl=BP
257,Кеды,12119135,71,18990,5507,Master of Arts,65150,3,5,https://www.wildberries.ru/catalog/12119135/detail.aspx?targetUrl=BP
258,Ботинки зимние женские угги из натуральной кожи,98215541,67,13500,4455,UGG Australia,3287,17,4,https://www.wildberries.ru/catalog/98215541/detail.aspx?targetUrl=BP
